iata,icao,name,country,municipality,lat,lon,elevation
TKX,NTKR,Takaroa Airport,PF,,-14.45580005645752,-145.02499389648438,13
TLA,PATE,Teller Airport,US,Teller,65.240402,-166.339005,294
TLC,MMTO,Adolfo López Mateos International Airport,MX,Toluca,19.3369,-99.56583,8466
TLE,FMST,Toliara Airport,MG,Toliara,-23.3834,43.7285,29
TLH,KTLH,Tallahassee International Airport,US,Tallahassee,30.401209,-84.35433,81
TLI,WAFL,Sultan Bantilan Airport,ID,Toli Toli-Celebes Island,1.123428,120.793658,17
TLJ,PATL,Tatalina LRRS Airport,US,Takotna,62.894401550299996,-155.977005005,964
TLL,EETN,Lennart Meri Tallinn Airport,EE,Tallinn,59.413246,24.83264,131
TLM,DAON,Zenata – Messali El Hadj Airport,DZ,Zenata,35.012732,-1.457117,814
TLN,LFTH,Toulon-Hyères Airport,FR,"Hyères, Var",43.097301,6.14603,7
TLQ,ZWTL,Turpan Jiaohe Airport,CN,Turpan,43.0308,89.0987,934
TLS,LFBO,Toulouse-Blagnac Airport,FR,Toulouse/Blagnac,43.629101,1.36382,499
TLT,TLT,Tuluksak Airport,US,Tuluksak,61.086973,-160.922842,30
TLU,SKTL,Golfo de Morrosquillo Airport,CO,Santiago de Tolú,9.50945,-75.5854,16
TLV,LLBG,Ben Gurion International Airport,IL,Tel Aviv,32.011398,34.8867,135
TLX,SCTL,Panguilemo Airport,CL,Talca,-35.3778,-71.6017,371
TLY,UHWP,Plastun Airport,RU,Plastun,44.814999,136.292007,66
TMB,KTMB,Miami Executive Airport,US,Miami,25.6479,-80.4328,8
TMC,WATK,Tambolaka Airport,ID,Radamata,-9.409224,119.242558,161
TME,SKTM,Gustavo Vargas Airport,CO,Tame,6.45108,-71.7603,1050
TMF,VRNT,Thimarafushi Airport,MV,Thimarafushi,2.211,73.1533,6
TMG,WBKM,Tomanggong Airport,MY,Tomanggong,5.40257,118.65763,26
TMH,WAKT,Tanah Merah Airport,ID,Tanah Merah,-6.09669,140.303521,57
TMI,VNTR,Tumling Tar Airport,NP,Tumling Tar,27.315001,87.193298,1700
TMJ,UZST,Termez Airport,UZ,Termez,37.287261,67.311869,1027
TML,DGLE,Yakubu Tali International Airport,GH,Tamale,9.553909,-0.86606,553
TMM,FMMT,Toamasina Ambalamanasy Airport,MG,Toamasina,-18.113537,49.392262,22
TMO,SVTM,Tumeremo Airport,VE,,7.24938,-61.52893,345
TMP,EFTP,Tampere-Pirkkala Airport,FI,Tampere / Pirkkala,61.414101,23.604401,390
TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,DZ,Tamanrasset,22.810992,5.450832,4518
TMS,FPST,São Tomé International Airport,ST,São Tomé,0.378175,6.71215,33
TMT,SBTB,Trombetas Airport,BR,Oriximiná,-1.4896,-56.396801,167
TMW,YSTW,Tamworth Airport,AU,Tamworth,-31.077898,150.845484,1334
TMX,DAUT,Timimoun Airport,DZ,Timimoun,29.237101,0.276033,1027
TNA,ZSJN,Jinan Yaoqiang International Airport,CN,Jinan (Licheng),36.857201,117.216003,76
TNC,PATC,Tin City Long Range Radar Station Airport,US,Tin City,65.563103,-167.921997,271
TND,MUTD,Alberto Delgado Airport,CU,Trinidad,21.7883,-79.9972,125
TNE,RJFG,New Tanegashima Airport,JP,Tanegashima,30.605100631699997,130.990997314,768
TNF,LFPN,Toussus-le-Noble Airport,FR,"Toussus-le-Noble, Yvelines",48.7519,2.10619,538
TNG,GMTT,Tangier Ibn Battuta Airport,MA,Tangier,35.731741,-5.921459,62
TNH,ZYTN,Tonghua Sanyuanpu Airport,CN,Tonghua,42.048435,125.733963,1347
TNJ,WIDN,Raja Haji Fisabilillah International Airport,ID,Tanjung Pinang-Bintan Island,0.92397,104.53341,52
TNK,4KA,Tununak Airport,US,Tununak,60.569638,-165.246649,14
TNN,RCNN,Tainan International Airport / Tainan Air Base,TW,Tainan (Rende),22.950399,120.206001,63
TNR,FMMI,Ivato International Airport,MG,Antananarivo,-18.7969,47.478802,4198
TNW,SEJD,Jumandy Airport,EC,Ahuano,-1.060185,-77.580525,1234
TOD,WMBT,Tioman Airport,MY,Tioman Island,2.81818,104.160004,15
TOE,DTTZ,Tozeur Nefta International Airport,TN,Tozeur,33.939701080322266,8.110560417175293,287
TOF,UNTT,Tomsk Kamov Airport,RU,Tomsk,56.380299,85.208298,597
TOG,PATG,Togiak Airport,US,Togiak Village,59.052799,-160.397003,21
TOI,KTOI,Troy Municipal Airport at N Kenneth Campbell Field,US,Troy,31.860399,-86.012101,398
TOJ,LETO,Madrid–Torrejón Airport / Torrejón Air Base,ES,Madrid,40.487875,-3.456808,2026
TOL,KTOL,Eugene F. Kranz Toledo Express Airport,US,Toledo,41.5868,-83.8078,683
TOM,GATB,Tombouktou Airport,ML,Timbuktu,16.730499,-3.00758,863
TOP,KTOP,Philip Billard Municipal Airport,US,Topeka,39.069899,-95.622606,881
TOQ,SCBE,Barriles Airport,CL,Tocopilla,-22.1411,-70.062897,3475
TOS,ENTC,Tromsø Airport,NO,Tromsø,69.683296,18.9189,31
TOU,NWWU,Touho Airport,NC,Touho,-20.790127,165.259524,10
TOW,SBTD,Toledo - Luiz Dalcanale Filho Municipal Airport,BR,Toledo,-24.6863,-53.697498,1843
TOY,RJNT,Toyama Kitokito Airport,JP,Toyama,36.648416,137.187359,95
TPA,KTPA,Tampa International Airport,US,Tampa,27.9755,-82.533203,26
TPC,SETR,Tarapoa Airport,EC,Tarapoa,-0.122956,-76.337799,814
TPE,RCTP,Taiwan Taoyuan International Airport,TW,Taoyuan,25.0777,121.233002,106
TPH,KTPH,Tonopah Airport,US,Tonopah,38.06019974,-117.086998,5430
TPI,AYTI,Tapini Airport,PG,Tapini,-8.35666666667,146.989166667,3100
TPJ,VNTJ,Taplejung Airport,NP,Taplejung,27.3509,87.69525,7990
TPL,KTPL,Draughon Miller Central Texas Regional Airport,US,Temple,31.1525,-97.407799,682
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,PE,Tarapoto,-6.508739948272705,-76.37319946289062,869
TPQ,MMEP,Amado Nervo National Airport,MX,Tepic,21.419833,-104.842472,3020
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,IT,Trapani (TP),37.9114,12.488,25
TQD,ORAT,Al Taqaddum Air Base,IQ,Al Habbaniyah,33.33810043335,43.597099304199,275
TQO,MMTL,Felipe Carrillo Puerto International Airport Tulum,MX,Tulum,20.172098,-87.660272,66
TQS,SKTQ,Captain Ernesto Esguerra Cubides Air Base,CO,Tres Esquinas,0.7459,-75.234,585
TRA,RORT,Tarama Airport,JP,Tarama,24.653793,124.675453,36
TRC,MMTC,Francisco Sarabia Tinoco International Airport,MX,Torreón,25.562265,-103.404608,3688
TRD,ENVA,"Trondheim Airport, Værnes",NO,Trondheim,63.457802,10.924,56
TRE,EGPU,Tiree Airport,GB,"Balemartine, Argyll and Bute",56.499199,-6.86917,38
TRF,ENTO,"Sandefjord Airport, Torp",NO,Sandefjord(Torp),59.186699,10.2586,286
TRG,NZTG,Tauranga Airport,NZ,Tauranga,-37.67190170288086,176.1959991455078,13
TRI,KTRI,Tri-Cities Regional TN/VA Airport,US,Blountville,36.475201,-82.407401,1519
TRK,WAQQ,Juwata International Airport / Suharnoko Harbani AFB,ID,Tarakan,3.325145,117.564169,23
TRM,KTRM,Jacqueline Cochran Regional Airport,US,Palm Springs,33.62670135498,-116.16000366211,-115
TRN,LIMF,Turin Airport,IT,Caselle Torinese (TO),45.200802,7.64963,989
TRO,YTRE,Taree Airport,AU,Taree,-31.888599,152.514008,38
TRQ,SBTK,Tarauacá Airport,BR,Tarauacá,-8.155534,-70.782985,646
TRR,VCCT,China Bay Airport,LK,Trincomalee,8.539159,81.18128,6
TRS,LIPQ,Trieste Airport,IT,Ronchi dei Legionari/Trieste,45.827862,13.466672,39
TRT,WAFB,Toraja Airport,ID,Toraja,-3.185833,119.91775,2884
TRU,SPRU,Capitán FAP Carlos Martínez de Pinillos International Airport,PE,Trujillo,-8.082382,-79.108821,106
TRV,VOTV,Thiruvananthapuram International Airport,IN,Thiruvananthapuram,8.481889,76.920029,15
TRW,NGTA,Bonriki International Airport,KI,South Tarawa,1.38164,173.147003,9
TRZ,VOTR,Tiruchirappalli International Airport,IN,Tiruchirappalli,10.762915,78.717741,288
TSA,RCSS,Taipei Songshan International Airport,TW,Taipei (Songshan),25.067244,121.552822,18
TSB,FYTM,Tsumeb Airport,NA,Tsumeb,-19.262079,17.732509,4353
TSF,LIPH,Treviso Airport,IT,Treviso (TV),45.648399,12.1944,59
TSJ,RJDT,Tsushima Airport,JP,Tsushima,34.2849006653,129.330993652,213
TSM,KSKX,Taos Regional Airport,US,Taos,36.452494,-105.67749,7095
TSN,ZBTJ,Tianjin Binhai International Airport,CN,Tianjin,39.124401092499994,117.346000671,10
TSR,LRTR,Timișoara Traian Vuia International Airport,RO,Timişoara,45.809898,21.3379,348
TST,VTST,Trang Airport,TH,Trang,7.50874,99.6166,67
TSV,YBTL,Townsville Airport / RAAF Base Townsville,AU,Townsville,-19.252904,146.766512,18
TTA,GMAT,Tan Tan Airport,MA,Tan Tan,28.447563,-11.161749,653
TTC,SCTT,Las Breas Airport,CL,Taltal,-25.564301,-70.3759,2580
TTD,KTTD,Portland Troutdale Airport,US,Portland,45.54940032959,-122.40100097656,39
TTE,WAEE,Sultan Babullah Airport,ID,Ternate,0.831012,127.381611,49
TTG,SAST,General Enrique Mosconi Airport,AR,Tartagal,-22.616877,-63.793015,1472
TTH,OOTH,Thumrait Air Base,OM,Thumrait,17.666,54.024601,1570
TTJ,RJOR,Tottori Sand Dunes Conan Airport,JP,Tottori,35.530058,134.165023,65
TTN,KTTN,Trenton Mercer Airport,US,Ewing Township,40.276699,-74.813499,213
TTS,FMNT,Tsaratanana Airport,MG,Tsaratanana,-16.751064,47.619016,1073
TTT,RCFN,Taitung Airport,TW,Taitung City,22.754856,121.101794,143
TTU,GMTN,Sania Ramel Airport,MA,Tétouan,35.594299,-5.32002,10
TUA,SETU,Lieutenant Colonel Luis A. Mantilla International Airport,EC,Tulcán,0.809506,-77.708099,9649
TUB,NTAT,Tubuai Airport,PF,,-23.365400314331055,-149.5240020751953,7
TUC,SANT,Teniente Benjamín Matienzo International Airport,AR,San Miguel de Tucumán,-26.837397,-65.104195,1493
TUD,GOTT,Tambacounda Airport,SN,Tambacounda,13.7368,-13.6531,161
TUF,LFOT,Tours Val de Loire Airport,FR,"Tours, Indre-et-Loire",47.432201,0.727606,357
TUG,RPUT,Tuguegarao Airport,PH,Tuguegarao City,17.6433676823,121.733150482,70
TUI,OETR,Turaif Domestic Airport,SA,Turaif,31.692188,38.731544,2803
TUK,OPTU,Turbat International Airport,PK,Turbat,25.984767,63.028856,498
TUL,KTUL,Tulsa International Airport,US,Tulsa,36.197084,-95.886225,677
TUM,YTMU,Tumut Aerodrome,AU,Tumut,-35.26832,148.240526,878
TUN,DTTA,Tunis Carthage International Airport,TN,Tunis,36.851002,10.2272,22
TUO,NZAP,Taupo Airport,NZ,Taupo,-38.73970031738281,176.08399963378906,1335
TUP,KTUP,Tupelo Regional Airport,US,Tupelo,34.26810073852539,-88.7698974609375,346
TUR,SBTU,Tucuruí Airport,BR,Tucuruí,-3.78601,-49.720299,830
TUS,KTUS,Tucson International Airport,US,Tucson,32.115004,-110.938053,2643
TUU,OETB,Prince Sultan bin Abdulaziz International Airport,SA,Tabuk,28.3711,36.624865,2551
TUV,SVTC,Tucupita Airport,VE,Tucupita,9.088994,-62.094173,16
TVC,KTVC,Cherry Capital Airport,US,Traverse City,44.741402,-85.582199,624
TVF,KTVF,Thief River Falls Regional Airport,US,Thief River Falls,48.065701,-96.184998,1119
TVL,KTVL,Lake Tahoe Airport,US,South Lake Tahoe,38.89390182495117,-119.99500274658203,6264
TVS,ZBSN,Tangshan Sannühe Airport,CN,Tangshan (Fengrun),39.7178,118.002625,50
TVT,UZTP,Tashkent-Khumo International Airport,UZ,Tashkent,41.312889,69.395535,1574
TVU,NFNM,Matei Airport,FJ,Matei,-16.690599,-179.876999,60
TVY,VYDW,Dawei Airport,MM,Dawei,14.1039,98.203598,84
TWA,A63,Twin Hills Airport,US,Twin Hills,59.074713,-160.274992,82
TWC,ZWTS,Tumxuk Tangwangcheng Airport,CN,Tumxuk,39.886663,79.233408,3566
TWF,KTWF,Joslin Field Magic Valley Regional Airport,US,Twin Falls,42.4818,-114.487999,4154
TWT,RPMN,Sanga Sanga Airport,PH,Bongao,5.048196,119.743338,15
TWU,WBKW,Tawau Airport,MY,Tawau,4.31338,118.12152,57
TWZ,NZUK,Pukaki Airport,NZ,Twitzel,-44.2350006104,170.117996216,1575
TXC,BY-0001,Orsha Airport - Balbasovo Air Base,BY,Orsha,54.439999,30.2967,620
TXE,WITK,Rembele Airport,ID,Takengon,4.72113,96.851943,4648
TXK,KTXK,Texarkana Regional Airport (Webb Field),US,Texarkana,33.453701,-93.990997,390
TXN,ZSTX,Huangshan Tunxi International Airport,CN,Huangshan,29.733299,118.255997,
TYB,YTIB,Tibooburra Airport,AU,,-29.451099,142.057999,584
TYF,ESST,Torsby Airport,SE,Torsby,60.1576,12.9913,393
TYL,SPYL,Captain Victor Montes Arias International Airport,PE,Talara,-4.57664,-81.254097,282
TYM,MYES,Staniel Cay Airport,BS,Staniel Cay,24.1691,-76.439102,5
TYN,ZBYN,Taiyuan Wusu International Airport,CN,Taiyuan,37.746899,112.627998,2575
TYR,KTYR,Tyler Pounds Regional Airport,US,Tyler,32.35409927368164,-95.40239715576172,544
TYS,KTYS,McGhee Tyson Airport,US,Knoxville/Maryville,35.811001,-83.994003,981
TZA,MZBE,Sir Barry Bowen Municipal Airport,BZ,Belize City,17.517239,-88.195775,8
TZL,LQTZ,Tuzla International Airport,BA,Dubrave Gornje,44.459858,18.723627,784
TZN,MYAK,Congo Town Airport,BS,Andros,24.158701,-77.589798,15
TZX,LTCG,Trabzon International Airport,TR,Trabzon,40.995098,39.7897,104
UAB,LTAG,İncirlik Air Base,TR,Sarıçam,37.002102,35.4259,238
UAH,NTMU,Ua Huka Airport,PF,Ua Huka,-8.936228,-139.554062,160
UAI,WPDB,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",TL,Suai,-9.301856,125.286302,96
UAM,PGUA,Andersen Air Force Base,GU,Yigo,13.584,144.929998,627
UAP,NTMP,Ua Pou Airport,PF,Ua Pou,-9.35167,-140.078003,16
UAQ,SANU,Domingo Faustino Sarmiento Airport,AR,San Juan,-31.571501,-68.418198,1958
UAR,GMFB,Bouarfa Airport,MA,Bouarfa,32.514306,-1.983056,3630
UBA,SBUR,Mário de Almeida Franco Airport,BR,Uberaba,-19.765036,-47.964805,2655
UBB,YMAA,Mabuiag Island Airport,AU,Mabuiag Island,-9.950168,142.19523,
UBJ,RJDC,Yamaguchi Ube Airport,JP,Ube,33.93,131.279007,23
UBN,ZMCK,Ulaanbaatar Chinggis Khaan International Airport,MN,Ulaanbaatar (Sergelen),47.646916,106.819833,4482
UBP,VTUU,Ubon Ratchathani Airport,TH,Ubon Ratchathani,15.2512998581,104.870002747,406
UCB,ZBUC,Ulanqab Jining Airport,CN,Ulanqab,41.130266,113.107274,
UCT,UUYH,Ukhta Airport,RU,Ukhta,63.566898,53.804699,482
UDE,EHVK,Volkel Air Base,NL,Uden,51.657222,5.707778,72
UDI,SBUL,Ten. Cel. Aviador César Bombonato Airport,BR,Uberlândia,-18.883579,-48.225936,3094
UDJ,UKLU,Uzhhorod International Airport,UA,Uzhhorod,48.6343,22.263399,383
UDR,VAUD,Maharana Pratap Airport,IN,Udaipur,24.617700576799997,73.89610290530001,1684
UEL,FQQL,Quelimane Airport,MZ,Quelimane,-17.855499267578125,36.86909866333008,36
UEO,ROKJ,Kumejima Airport,JP,Kumejima,26.363445,126.71384,23
UET,OPQT,Quetta International Airport,PK,Quetta,30.2514,66.937798,5267
UFA,UWUU,Ufa International Airport,RU,Ufa,54.557499,55.874401,449
UGA,ZMBN,Bulgan Airport,MN,Bulgan,48.85499954223633,103.47599792480469,4311
UGC,UZNU,Urgench International Airport,UZ,Urgench,41.58274,60.64338,320
UGO,FNUG,Uige Airport,AO,Uige,-7.60307,15.0278,2720
UGU,ID-ZGP,Bilorai Airport,ID,Bilogai,-3.739503,137.031183,7348
UHE,LKKU,Kunovice Airport,CZ,Uherské Hradiště,49.0294,17.439699,581
UIB,SKUI,El Caraño Airport,CO,Quibdó,5.69076,-76.6412,204
UIH,VVPC,Phu Cat Airport,VN,Quy Nohn,13.955,109.042,80
UII,MHUT,Utila Airport,HN,Utila Island,16.1131,-86.880302,29
UIN,KUIN,Quincy Regional Airport Baldwin Field,US,Quincy,39.942699,-91.194603,768
UIO,SEQM,Mariscal Sucre International Airport,EC,Quito,-0.125399,-78.354306,7841
UIP,LFRQ,Quimper-Cornouaille Airport,FR,Quimper/Pluguffan,47.973031,-4.169655,297
UIT,MH-UIT,Jaluit Airport,MH,Jabor Jaluit Atoll,5.909213,169.637256,4
UJE,MH-0004,Ujae Atoll Airport,MH,Ujae Atoll,8.92806,165.761993,29
UKB,RJBE,Kobe Airport,JP,Kobe,34.632801,135.223999,22
UKE,VEUK,Utkela Airport,IN,Bhawanipatna,20.097778,83.183333,685
UKG,UEBT,Ust-Kuyga Airport,RU,Ust-Kuyga,70.011002,135.645004,327
UKI,KUKI,Ukiah Municipal Airport,US,Ukiah,39.125999,-123.200996,614
UKK,UASK,Oskemen International Airport,KZ,Ust-Kamenogorsk (Oskemen),50.035033,82.496057,939
UKS,UKFB,Sevastopol International Airport / Belbek Air Base,UA,Sevastopol,44.691822,33.57462,344
UKX,UITT,Ust-Kut Airport,RU,Ust-Kut,56.856701,105.730003,2188
ULA,SAWJ,Capitan D Daniel Vazquez Airport,AR,San Julian,-49.306816,-67.802596,203
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,ZA,Ulundi,-28.3206005096,31.4165000916,1720
ULG,ZMUL,Ölgii Mongolei International Airport,MN,Ölgii,48.993301,89.922501,5732
ULH,OEAO,Al-Ula International Airport,SA,Al-Ula,26.483634,38.117048,2050
ULK,UERL,Lensk Airport,RU,Lensk,60.723594,114.825319,801
ULN,ZMUB,Buyant-Ukhaa International Airport,MN,Ulaanbaatar,47.843102,106.766998,4364
ULO,ZMUG,Ulaangom Airport,MN,Ulaangom,50.066588,91.938273,5676
ULP,YQLP,Quilpie Airport,AU,,-26.609176,144.253746,655
ULQ,SKUL,Heriberto Gíl Martínez Airport,CO,Tuluá,4.08836,-76.2351,3132
ULU,HUGU,Gulu Airport,UG,Gulu,2.8055601119995117,32.27180099487305,3510
ULV,UWLL,Ulyanovsk Baratayevka Airport,RU,Ulyanovsk,54.27016,48.225569,449
ULY,UWLW,Ulyanovsk Vostochny Airport,RU,Cherdakly,54.401001,48.8027,252
ULZ,ZMDN,Donoi Airport,MN,Uliastai,47.7093,96.5258,5800
UMB,ZM-0045,Kalumbila Airport,ZM,Kalumbila,-12.25358,25.44432,4354
UME,ESNU,Umeå Airport,SE,Umeå,63.791801,20.282801,24
UMS,UEMU,Ust-Maya Airport,RU,Ust-Maya,60.357437,134.43731,561
UMU,SSUM,Orlando de Carvalho Airport,BR,Umuarama,-23.7987,-53.313801,1552
UNA,SBTC,Una-Comandatuba Airport,BR,Una,-15.354358,-38.998729,23
UND,OAUZ,Kunduz Airport,AF,Kunduz,36.6651,68.910797,1457
UNG,AYKI,Kiunga Airport,PG,Kiunga,-6.1257100105285645,141.28199768066406,88
UNI,TVSU,Union Island International Airport,VC,Union Island,12.600135,-61.411945,16
UNK,PAUN,Unalakleet Airport,US,Unalakleet,63.888401,-160.798996,27
UNN,VTSR,Ranong Airport,TH,Ranong,9.77762,98.585503,57
UOL,WAFY,Buol - Pogogul Airport,ID,Buol,1.102318,121.413358,49
UOX,KUOX,University Oxford Airport,US,Oxford,34.384300231934,-89.536796569824,452
UPB,MUPB,Playa Baracoa Airport,CU,Havana,23.032801,-82.579399,102
UPG,WAAA,Sultan Hasanuddin International Airport,ID,Makassar,-5.075539,119.553702,47
UPL,MRUP,Upala Airport,CR,Upala,10.8922,-85.016197,184
UPN,MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,MX,Uruapan,19.3967,-102.039001,5258
URA,UARR,Manshuk Mametova International Airport,KZ,Uralsk,51.151976,51.543652,125
URC,ZWWW,Ürümqi Tianshan International Airport,CN,Ürümqi,43.913584,87.479372,2125
URE,EEKE,Kuressaare Airport,EE,Kuressaare,58.22990036010742,22.50950050354004,14
URG,SBUG,Rubem Berta Airport,BR,Uruguaiana,-29.7822,-57.0382,256
URJ,USHU,Uray Airport,RU,Uray,60.103298,64.826698,190
URO,LFOP,Rouen Vallée de Seine Airport,FR,Boos,49.384887,1.179142,512
URS,UUOK,Kursk East Airport,RU,Kursk,51.7505989074707,36.29560089111328,686
URT,VTSB,Surat Thani Airport,TH,Surat Thani,9.13259983063,99.135597229,20
URY,OEGT,Gurayat Domestic Airport,SA,Gurayat,31.412413,37.278898,1672
USA,KJQF,Concord-Padgett Regional Airport,US,Concord,35.387798,-80.709099,705
USH,SAWH,Ushuaia - Malvinas Argentinas International Airport,AR,Ushuaia,-54.8433,-68.2958,102
USJ,UAAL,Usharal Airport,KZ,Usharal,46.190767,80.830922,1288
USK,UUYS,Usinsk Airport,RU,Usinsk,66.0047,57.367199,262
USM,VTSM,Samui International Airport,TH,Na Thon (Ko Samui Island),9.54779,100.061996,64
USN,RKPU,Ulsan Airport,KR,Ulsan,35.59349823,129.352005005,45
USQ,LTBO,Uşak Airport,TR,Uşak,38.681499,29.471701,2897
USR,UEMT,Ust-Nera Airport,RU,Ust-Nera,64.550003,143.115005,1805
UST,KSGJ,Northeast Florida Regional Airport,US,St Augustine,29.9592,-81.339798,10
USU,RPVV,Francisco B. Reyes (Busuanga) Airport,PH,Coron,12.121865,120.100801,148
UTH,VTUD,Udon Thani International Airport,TH,Udon Thani,17.386186,102.788577,579
UTI,EFUT,Utti Air Base,FI,Utti / Valkeala,60.8964,26.9384,339
UTK,03N,Utirik Airport,MH,Utirik Island,11.222219,169.851429,4
UTN,FAUP,Upington Airport,ZA,Upington,-28.400246,21.263592,2782
UTO,PAIM,Indian Mountain LRRS Airport,US,Utopia Creek,65.992798,-153.703995,1273
UTP,VTBU,U-Tapao–Rayong–Pattaya International Airport,TH,Rayong,12.6799,101.004997,42
UTS,UUYX,Ust-Tsylma Airport,RU,Ust-Tsylma,65.437294,52.200336,262
UTT,FAUT,K. D. Matanzima Airport,ZA,Mthatha,-31.546363184900002,28.6733551025,2400
UTW,FAQT,Queenstown Airport,ZA,Queenstown,-31.92020034790039,26.882200241088867,3637
UUA,UWKB,Bugulma Airport,RU,Bugulma,54.641184,52.800229,991
UUD,UIUU,Baikal International Airport,RU,Ulan Ude,51.808614,107.439652,1690
UUN,ZMBU,Baruun Urt Airport,MN,,46.660301208496094,113.28500366210938,3205
UUS,UHSS,Yuzhno-Sakhalinsk International Airport,RU,Yuzhno-Sakhalinsk,46.885461,142.717466,59
UVE,NWWV,Ouvéa Airport,NC,Ouvéa,-20.640932,166.573024,23
UVF,TLPL,Hewanorra International Airport,LC,Vieux Fort,13.7332,-60.952599,14
UVI,SSUV,José Cleto Airport,BR,União da Vitória,-26.233224,-51.066754,2467
UYL,HSNN,Nyala Airport,SD,Nyala,12.0535,24.9562,2106
UYN,ZLYL,Yulin Yuyang Airport,CN,Yulin,38.35971,109.590927,3891
UYU,SLUY,Joya Andina International Airport,BO,Quijarro,-20.441304,-66.857553,11136
UZC,LYUZ,Ponikve Airport,RS,Stapari,43.898899,19.697701,2966
UZR,UASU,Urzhar Airport,KZ,Urzhar,47.091786,81.668216,
UZU,SATU,Curuzu Cuatia Airport,AR,Curuzu Cuatia,-29.7706,-57.9789,229
VAA,EFVA,Vaasa Airport,FI,Vaasa,63.05023,21.762543,19
VAD,KVAD,Moody Air Force Base,US,Valdosta,30.9678001404,-83.1930007935,233
VAF,LFLU,Valence-Chabeuil Airport,FR,"Chabeuil, Drôme",44.9216,4.9699,525
VAG,SBVG,Major Brigadeiro Trompowsky Airport,BR,Varginha,-21.591375,-45.474116,3025
VAI,AYVN,Vanimo Airport,PG,Vanimo,-2.6926,141.3028,10
VAK,PAVA,Chevak Airport,US,Chevak,61.5409,-165.6005,75
VAL,SNVB,Valença Airport,BR,Valença,-13.2965,-38.992401,21
VAM,VRMV,Villa International Airport Maamigili,MV,Maamigili,3.471751,72.832633,6
VAN,LTCI,Van Ferit Melen Airport,TR,Van,38.46820068359375,43.332298278808594,5480
VAO,AGGV,Suavanao Airport,SB,Suavanao,-7.58556,158.731003,20
VAQ,UNIW,Vanavara Airport,RU,Vanavara,60.356229,102.309641,892
VAR,LBWN,Varna Airport,BG,Varna,43.232101,27.8251,230
VAS,LTAR,Sivas Nuri Demirağ Airport,TR,Sivas,39.813801,36.9035,5239
VAV,NFTV,Vava'u International Airport,TO,Vava'u Island,-18.5853,-173.962006,236
VAW,ENSS,"Vardø Airport, Svartnes",NO,Vardø,70.3554,31.044901,42
VBG,KVBG,Vandenberg Space Force Base,US,Lompoc,34.737301,-120.584,369
VBS,LIPO,Brescia Gabriele d'Annunzio Airport,IT,Montichiari (BS),45.428902,10.3306,355
VBV,NFVB,Vanua Balavu Airport,FJ,Vanua Balavu,-17.268999099731445,-178.9759979248047,76
VBY,ESSV,Visby Airport,SE,Visby,57.6628,18.346201,164
VCA,VVCT,Can Tho International Airport,VN,Can Tho,10.083397,105.709371,9
VCE,LIPZ,Venice Marco Polo Airport,IT,Venezia (VE),45.505299,12.3519,7
VCL,VVCA,Chu Lai Airport,VN,Tam Nghĩa,15.4033,108.706001,10
VCP,SBKP,Viracopos International Airport,BR,Campinas,-23.007404,-47.134502,2170
VCS,VVCS,Con Dao Airport,VN,Con Dao,8.73183,106.633003,20
VCT,KVCT,Victoria Regional Airport,US,Victoria,28.85260009765625,-96.91850280761719,115
VDC,SBVC,Glauber de Andrade Rocha Airport,BR,Vitória da Conquista,-14.907885,-40.914804,2940
VDE,GCHI,El Hierro Airport,ES,El Hierro Island,27.8148,-17.8871,103
VDH,VVDH,Dong Hoi Airport,VN,Dong Hoi,17.515,106.590556,59
VDM,SAVV,Gobernador Castello Airport,AR,Viedma / Carmen de Patagones,-40.8692,-63.0004,20
